mssv,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh2,diachi_tinhtp,xeploai,soquyetdinh,ngaycapvb,drl_hk1,drl_hk2,drl_hk3,drl_hk4,drl_hk5,drl_hk6,drl_hk7,drl_hk8,drl_hk9,drl_hk10,diemrl_TB,dtb_hk1,dtb_hk2,dtb_hk3,dtb_hk4,dtb_hk5,dtb_hk6,dtb_hk7,dtb_hk8,dtb_hk9,dtb_hk10,chungchi_av,dtb_toankhoa,dtb_tichluy,sotc_tichluy,sotc_hk1,sotc_hk2,sotc_hk3,sotc_hk4,sotc_hk5,sotc_hk6,sotc_hk7,sotc_hk8,sotc_hk9,sotc_hk10,sotc_daura,hocky_thu,label
C5AB8E67XPvAibaEXe+5f3nhbX2eh0F3gDayami1,1995,Nam, Phú Yên, ANTN2013, MMT&TT, KSTN,2013, D480299, Tỉnh Phú Yên, 823/QĐ_ĐHCNTT, 823/QĐ_ĐHCNTT,2017-11-21,87,89,86,85,87,87,87,87,87,-1,87,7.0,7.79,7.7,7.64,7.85,8.76,6.7,8.17,8.71,-1.0,0,7.87,7.87,149,22,21,22,15,18,14,3,18,16,-1,121,9,0
A5889011XPvAibaEXe9lF2o7VejWNht67pu11G7v,1995,Nam, Tây Ninh, KTPM0001, CNPM, CQUI,2013, D480103, Huyện Dương Minh Châu,,,,79,82,76,79,79,79,79,79,79,79,79,6.05,5.37,5.58,5.54,6.2,4.4,5.79,4.88,0.61,0.0,0,6.36,6.67,170,22,19,19,22,8,21,18,23,15,3,136,10,0
C580DBB4XPvAibaEXe+/EkvXK98KbcY+Rl3c2lzC,1995,Nữ, Hà Tĩnh, MMTT2013, MMT&TT, CQUI,2013, D480102, Tỉnh Hà Tĩnh, 222/QĐ-ĐHCNTT, 222/QĐ-ĐHCNTT,2018-04-10,74,67,81,74,74,74,74,74,74,-1,74,7.58,6.05,6.44,6.92,6.81,7.59,7.58,8.11,5.0,-1.0,0,7.16,7.16,159,18,21,24,20,21,18,19,8,10,-1,121,9,0
A58F9FC5XPvAibaEXe99j2P15eeB0yiXdyKNy8jH,1995,Nam, TP. Hồ Chí Minh, KHMT0001, KHMT, CQUI,2013, D480101, Thành phố Hồ Chí Minh, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,77,72,82,77,77,77,77,77,-1,-1,77,5.89,6.75,7.54,6.8,7.84,8.16,8.36,3.9,-1.0,-1.0,0,7.33,7.53,154,22,16,24,24,22,20,18,8,-1,-1,126,8,0
C57E7F21XPvAibaEXe8VekUw4ELehuWMmX7vpi8O,1995,Nam, Bình Định, KTMT0001, KTMT, CQUI,2013, D520214, Tỉnh Bình Định, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,68,77,58,68,68,68,68,68,68,68,68,5.28,4.53,4.92,4.51,6.97,5.06,5.76,6.34,5.58,5.8,0,6.12,6.28,188,18,18,18,29,7,20,21,28,18,11,156,10,0
EAA0B693XPvAibaEXe99j2P15eeB04XwhZ0tzlI4,1994,Nam, TP. Hồ Chí Minh, KHMT0001, KHMT, CQUI,2013, D480101, Quận 12, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,90,88,92,90,90,90,90,90,90,90,90,5.52,4.13,5.5,5.79,6.74,6.98,7.31,5.64,6.32,2.5,0,6.01,6.71,190,22,15,6,28,19,11,27,20,22,20,126,10,0
961AB4FAXPvAibaEXe//3t8+us0X0j9lAQyTb3ze,1994,Nam, Bình Định, MMTT0001, MMT&TT, CQUI,2013, D480102, Tỉnh Bình Định,,,,67,64,70,67,67,67,67,67,67,67,67,4.72,3.83,5.08,5.4,6.35,5.6,5.31,6.46,7.13,7.76,0,6.49,6.49,189,18,18,25,20,10,21,20,20,18,19,121,10,0
C57530A4XPvAibaEXe8hvnm4ihleLVTcBUD7ztLV,1995,Nữ, TP. Hồ Chí Minh, MMTT2013, MMT&TT, CQUI,2013, D480102, Thành phố Hồ Chí Minh,,,,77,74,80,77,77,77,77,77,-1,-1,77,6.73,5.7,4.75,6.34,5.06,6.77,6.91,2.66,-1.0,-1.0,0,6.13,7.27,137,22,20,10,25,20,7,14,19,-1,-1,121,8,0
1E0CAF86XPvAibaEXe9VICkMSMM7n1+HSYjnlyku,1995,Nam, Nam Định, KHMT2013, KHMT, CQUI,2013, D480101, Tỉnh Nam Định,,,,28,58,-3,28,28,-1,-1,-1,-1,-1,28,5.11,4.73,3.3,1.37,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,0,3.15,5.73,98,22,22,15,18,21,-1,-1,-1,-1,-1,126,5,1
96CB2E4CXPvAibaEXe/SxwNRab2vgGCo9Yp9KIgz,1995,Nam, Thành phố Hồ Chí Minh, KHMT0001, KHMT, CQUI,2013, D480101, Thành phố Hồ Chí Minh, 675/QĐ-ĐHCNTT, 675/QĐ-ĐHCNTT,2019-10-11,66,69,62,66,66,66,66,66,66,66,66,4.16,5.13,4.9,5.68,6.36,4.2,5.45,3.98,5.3,5.92,1,5.61,6.3,158,22,16,10,22,25,4,16,19,4,20,126,10,0
83D3F6C9XPvAibaEXe/Dy4K4yiQpOP6IiL6XGDu/,1995,Nam, Bình Định, KTPM0001, CNPM, CQUI,2013, D480103, Tỉnh Bình Định, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,88,88,88,88,88,88,88,88,88,88,88,6.18,7.86,7.58,7.5,6.61,7.17,6.79,5.54,7.59,8.7,0,7.33,7.33,166,22,18,24,20,16,22,16,14,10,4,136,10,0
47140B5BXPvAibaEXe+cD1fKElqxL341hodw+e7I,1995,Nam, Hà Tĩnh, KTMT0001, KTMT, CQUI,2013, D520214, Tỉnh Hà Tĩnh,,,,86,85,86,86,86,86,86,86,86,86,86,5.53,6.44,7.52,7.51,7.37,7.13,6.93,6.08,5.49,7.2,0,7.08,7.08,156,18,18,21,18,23,15,17,8,15,3,156,10,0
73A67816XPvAibaEXe9eSUilQ3V71oQynyPjoxZ7,1995,Nam, TP. Hồ Chí Minh, KTMT2013, KTMT, CQUI,2013, D520214, Thành phố Hồ Chí Minh,,,,37,55,19,37,37,-1,-1,-1,-1,-1,37,5.09,5.27,0.0,1.44,0.08,-1.0,-1.0,-1.0,-1.0,-1.0,0,2.91,5.81,81,22,15,11,18,15,-1,-1,-1,-1,-1,156,5,0
73906B33XPvAibaEXe/ji2wENvGp6FIdsqcYwjNs,1995,Nam, Gia Lai, MMTT0001, MMT&TT, CQUI,2013, D480102, Tỉnh Bà Rịa - Vũng Tàu, 443-QD-DHCNTT, 443-QD-DHCNTT,2019-08-01,72,77,68,72,72,72,72,72,72,72,72,6.5,5.82,6.02,7.15,5.1,7.42,7.38,7.32,8.03,8.3,0,7.05,7.05,155,22,19,21,19,4,16,15,15,14,10,121,10,0
209DFFA3XPvAibaEXe+cD1fKElqxL0w/CiUgdc4i,1995,Nam, TP. Hồ Chí Minh, KHMT2013, KHMT, CQUI,2013, D480101, Thành phố Hồ Chí Minh, 713/QĐ_ĐHCNTT, 713/QĐ_ĐHCNTT,2017-10-06,82,90,75,82,82,82,82,82,82,82,82,4.95,6.71,7.67,5.48,6.47,6.1,6.62,8.38,6.8,7.98,1,7.19,7.19,160,22,19,9,26,22,4,24,14,4,16,126,10,0
44601EB7XPvAibaEXe99j2P15eeB0+Zs3AHanVIa,1995,Nam, TP. Hồ Chí Minh, KTPM0001, CNPM, CQUI,2013, D480103, Thành phố Hồ Chí Minh, 13/QĐ-ĐHCNTT, 13/QĐ-ĐHCNTT,2019-01-10,72,74,71,72,72,72,72,72,72,72,72,5.86,4.97,5.79,6.53,7.19,5.8,6.54,6.37,6.02,7.4,0,6.89,6.98,168,22,19,7,21,16,4,14,23,26,16,136,10,0
E69E5181XPvAibaEXe+Y5CB/5gt3MFjmq2+4vhk0,1995,Nam, Bình Dương, HTTT2013, HTTT, CQUI,2013, D480104, Thành phố Thủ Dầu Một, 713/QĐ_ĐHCNTT, 713/QĐ_ĐHCNTT,2017-10-06,72,63,72,82,72,72,72,72,72,72,72,5.09,4.48,4.83,4.88,6.0,7.65,6.82,7.16,8.3,7.36,0,6.75,6.88,178,22,22,9,20,20,8,25,21,6,25,140,10,0
C9D228D3XPvAibaEXe9CtFSNMbfIz5anWOr7fOCK,1995,Nam, Đồng Nai, MMTT0001, MMT&TT, CQUI,2013, D480102, Huyện Định Quán, 13/QĐ-ĐHCNTT, 13/QĐ-ĐHCNTT,2019-01-10,73,75,71,73,73,73,73,73,73,73,73,5.36,5.14,5.75,6.33,7.05,9.39,7.22,7.03,6.98,8.94,0,7.07,7.07,157,22,22,8,29,20,7,15,14,15,5,121,10,0
2049E34DXPvAibaEXe83V/kFvw2bBSM6MmPn3kn9,1995,Nữ, Hưng Yên, CNTT0001, KTTT, CQUI,2013, D480201, Huyện Krông Năng,,,,86,99,78,81,86,86,86,86,-1,-1,86,7.09,6.61,7.8,7.75,6.77,5.74,7.26,7.52,-1.0,-1.0,0,7.14,7.14,143,22,18,20,19,15,18,20,11,-1,-1,125,8,0
A3A320D4XPvAibaEXe/FWKstHRRDnSGVoHs1J/ID,1995,Nữ, Bình Định, TMĐT2013, HTTT, CQUI,2013, D52480104, Tỉnh Bình Định, 222/QĐ-ĐHCNTT, 222/QĐ-ĐHCNTT,2018-04-10,90,89,91,89,90,90,90,90,-1,-1,90,6.56,7.97,7.68,7.47,8.0,7.58,7.55,8.08,-1.0,-1.0,1,7.6,7.6,152,18,18,25,23,23,23,12,10,-1,-1,126,8,0
82D67FF0XPvAibaEXe9Bx5CZuIA9z+ymYnRBj6Fr,1995,Nam, Đắk Lắk, HTTT0001, HTTT, CQUI,2013, D480104, Tỉnh Đắk Lắk,,,,78,74,81,78,78,78,78,78,78,78,78,3.91,5.84,3.85,5.41,6.14,4.8,5.07,4.57,0.5,1.77,0,4.48,6.06,184,22,19,10,29,15,8,26,12,25,18,140,10,0
20137A69XPvAibaEXe/YKN5ysyYL7OR5uzOy1bph,1995,Nam, Quảng Ngãi, KTMT0001, KTMT, CQUI,2013, D520214, Tỉnh Quảng Ngãi, 443-QD-DHCNTT, 443-QD-DHCNTT,2019-08-01,65,71,59,65,65,65,65,65,65,65,65,5.41,6.11,5.5,7.16,7.8,5.91,8.12,8.06,7.07,7.27,0,7.22,7.22,163,22,19,26,17,4,21,15,7,20,12,156,10,0
44CC1F28XPvAibaEXe+UdHzq6I3zLSROqMrw2dI+,1995,Nam, Bà Rịa - Vũng Tàu, HTTT2013, HTTT, CQUI,2013, D480104, Tỉnh Bà Rịa - Vũng Tàu,,,,70,85,54,70,-1,-1,-1,-1,-1,-1,70,4.5,4.1,4.93,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2.36,6.03,73,18,20,7,28,-1,-1,-1,-1,-1,-1,140,4,1
E7307F9DXPvAibaEXe8hvnm4ihleLTPvG7dx3J9g,1995,Nam, Bình Thuận, MMTT2013, MMT&TT, CQUI,2013, D480102, Tỉnh Bình Thuận,,,,74,77,70,74,74,74,74,74,-1,-1,74,6.14,4.59,5.25,6.42,4.49,2.84,3.36,3.17,-1.0,-1.0,0,5.19,6.54,137,18,22,10,26,24,7,15,15,-1,-1,121,8,0
82EB45E9XPvAibaEXe9eSUilQ3V71rLMOFZnU1bQ,1995,Nam, Nghệ An, KHTN2013, KHMT, CNTN,2013, D480101, Tỉnh Nghệ An, 713/QĐ_ĐHCNTT, 713/QĐ_ĐHCNTT,2017-10-06,79,87,71,79,79,79,79,79,-1,-1,79,8.06,7.6,8.38,7.81,9.54,8.84,9.15,9.5,-1.0,-1.0,1,8.53,8.53,145,18,20,21,21,20,20,15,10,-1,-1,121,8,1
E6A68052XPvAibaEXe8k9aD0YXzUPjDIBsjZnI4k,1995,Nam, Quảng Ngãi, KTPM2013, CNPM, CQUI,2013, D480103, Thành phố Hồ Chí Minh, 222/QĐ-ĐHCNTT, 222/QĐ-ĐHCNTT,2018-04-10,81,94,68,81,81,81,81,81,81,-1,81,6.98,5.84,7.07,7.27,6.72,6.58,7.85,8.47,9.0,-1.0,1,7.31,7.31,161,22,19,22,18,13,20,21,16,10,-1,136,9,0
E68386BCXPvAibaEXe/asAVnWDRS7bT1MwA0tQQ/,1995,Nam, Đồng Nai, KTMT2013, KTMT, CQUI,2013, D520214, Tình Đồng Nai,,,,82,85,80,82,82,82,82,-1,-1,-1,82,3.61,3.47,6.5,2.3,2.02,0.74,0.4,-1.0,-1.0,-1.0,0,2.31,6.82,98,18,15,6,20,19,7,13,-1,-1,-1,156,7,0
73ACB42FXPvAibaEXe/caEx4rNa5qUHLvhqz3Ryo,1995,Nam, Kiên Giang, HTTT0001, HTTT, CQUI,2013, D480104, Tỉnh Kiên Giang,,,,72,87,72,57,72,72,72,72,72,72,72,4.61,4.04,3.61,5.49,6.15,5.2,4.92,4.96,6.17,5.08,0,6.06,6.06,189,22,24,19,18,10,27,19,7,22,21,140,10,0
A352570AXPvAibaEXe/SxwNRab2vgCw4X5WeDpRE,1995,Nam, Đồng Nai, KHMT0001, KHMT, CQUI,2013, D480101, Tỉnh Đồng Nai,,,,76,79,73,76,76,76,76,76,76,-1,76,4.48,6.8,7.0,6.47,6.64,7.5,7.24,8.08,7.1,-1.0,0,7.15,7.15,160,22,22,27,18,20,16,7,16,12,-1,126,9,0
E606493BXPvAibaEXe+5oCRQPDKXsmLbocG8IZDZ,1995,Nam, Thừa Thiên Huế, MMTT2013, MMT&TT, CQUI,2013, D480102, Tỉnh Thừa Thiên Huế,,,,41,45,37,41,41,41,-1,-1,-1,-1,41,6.34,4.76,0.0,6.79,7.42,0.33,-1.0,-1.0,-1.0,-1.0,0,5.25,7.03,98,22,19,3,19,19,16,-1,-1,-1,-1,121,6,1
CB36ADA7XPvAibaEXe/caEx4rNa5qRJOcczZFsXE,1995,Nam, Gia Lai, MMTT0001, MMT&TT, CQUI,2013, D480102, Tỉnh Gia Lai, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,66,72,60,66,66,66,66,66,66,66,66,6.11,5.65,8.07,5.78,6.27,5.91,7.16,6.7,6.34,7.16,0,6.88,7.0,159,22,17,7,25,19,17,21,4,19,8,121,10,0
E62A53DEXPvAibaEXe+lwq621ApacbErJD/pd6me,1994,Nam, Cà Mau, MMTT0001, MMT&TT, CQUI,2013, D480102, Tỉnh Cà Mau, 204/QĐ-ĐHCNTT, 204/QĐ-ĐHCNTT,2019-04-12,72,77,68,72,72,72,72,72,72,-1,72,7.98,7.03,7.38,7.72,6.54,7.59,7.72,8.0,8.2,-1.0,0,7.6,7.6,152,22,19,21,20,16,18,15,11,10,-1,121,9,0
21948920XPvAibaEXe+5oCRQPDKXslEwAZy/gWwk,1994,Nam, Đồng Nai, KHMT2013, KHMT, CQUI,2013, D480101, Huyện Cẩm Mỹ,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.14,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,6.14,6.47,18,18,0,-1,-1,-1,-1,-1,-1,-1,-1,126,1,1
979A928AXPvAibaEXe/lOccskaOiO+maJG9wgnrj,1995,Nam, Quảng Trị, KTPM2013, CNPM, CQUI,2013, D480103, Tỉnh Quảng Trị, 222/QĐ-ĐHCNTT, 222/QĐ-ĐHCNTT,2018-04-10,83,86,80,83,83,83,83,83,83,-1,83,7.05,6.61,7.04,7.44,6.79,7.4,7.28,8.11,8.4,-1.0,1,7.45,7.45,164,22,19,26,18,18,21,16,14,10,-1,136,9,0
CAF1C679XPvAibaEXe+yU1j0ocViqc3aOVuIyn2Y,1995,Nam, Khánh Hoà, KTMT2013, KTMT, CQUI,2013, D520214, Tỉnh Khánh Hoà, 222/QĐ-ĐHCNTT, 222/QĐ-ĐHCNTT,2018-04-10,81,86,76,81,81,81,81,81,81,-1,81,6.07,6.84,7.3,7.53,6.79,5.13,6.93,7.42,6.69,-1.0,0,6.75,6.89,153,22,22,24,14,14,16,17,11,13,-1,156,9,0
73FCD503XPvAibaEXe/YKAlYnC3m942m9zzkluOD,1995,Nam, Khánh Hoà, KTPM0001, CNPM, CQUI,2013, D480103, Tỉnh Khánh Hoà, 13/QĐ-ĐHCNTT, 13/QĐ-ĐHCNTT,2019-01-10,60,69,52,60,60,60,60,60,60,60,60,8.08,8.66,9.0,7.64,7.21,4.86,7.72,8.0,7.74,7.14,0,7.9,7.9,151,18,19,6,25,16,15,15,3,20,14,136,10,0
E6647B6FXPvAibaEXe9M021iVaAwIC3zcrOdGRH+,1995,Nữ, Bình Định, MMTT2013, MMT&TT, CQUI,2013, D480102, Tỉnh Bình Định, 222/QĐ-ĐHCNTT, 222/QĐ-ĐHCNTT,2018-04-10,96,100,93,96,96,96,96,96,96,-1,96,7.89,6.66,7.64,8.18,7.39,7.73,8.02,8.28,8.6,-1.0,0,7.82,7.82,151,22,19,22,20,14,18,15,11,10,-1,121,9,0
2156DAC0XPvAibaEXe8/3iNqySORb4spM8jAM1aj,1994,Nam, Gia Lai, KTPM2013, CNPM, CQUI,2013, D480103, Tỉnh Quảng Nam,,,,38,53,24,38,38,38,38,-1,-1,-1,38,6.8,2.39,0.0,7.65,6.46,7.0,0.1,-1.0,-1.0,-1.0,0,5.02,7.04,108,22,19,4,23,15,4,21,-1,-1,-1,136,7,0
212EA0C7XPvAibaEXe/Hpk/kOf6+1XWAGhQk4dXd,1995,Nam, Đắk Lắk, KTMT0001, KTMT, CQUI,2013, D520214, Tỉnh Đắk Nông,,,,86,86,86,86,86,86,86,86,86,86,86,5.52,3.4,5.25,6.3,3.8,4.11,6.85,6.26,6.54,6.11,0,6.59,6.59,173,22,21,23,20,4,23,16,7,23,14,156,10,0
CAB6D6ADXPvAibaEXe+1j/AqdkpM27NZKKMnxryy,1995,Nữ, Quảng Nam, MMTT2013, MMT&TT, CQUI,2013, D480102, Tỉnh Quảng Nam, 222/QĐ-ĐHCNTT, 222/QĐ-ĐHCNTT,2018-04-10,90,95,85,90,90,90,90,90,90,90,90,6.97,6.61,5.79,7.0,7.52,7.09,7.69,7.1,8.15,8.9,0,7.34,7.34,152,18,19,7,22,17,18,15,15,11,10,121,10,0
20EDFE1EXPvAibaEXe9eSUilQ3V71hhIIr/gp7Hl,1995,Nam, Bình Dương, HTTT0001, HTTT, CQUI,2013, D52480104, Thị xã Bến Cát,,,,69,65,70,71,69,69,69,69,69,69,69,3.45,4.94,5.93,5.14,4.69,6.33,5.01,5.34,5.7,6.53,0,5.79,6.02,168,22,17,7,25,19,7,19,26,3,23,140,10,0
E670C383XPvAibaEXe/zHDidEgqCTiLQarAqK+wV,1995,Nam, Trà Vinh, KTMT0001, KTMT, CQUI,2013, D520214, Tỉnh Trà Vinh,,,,55,56,54,55,55,55,55,55,55,55,55,4.68,3.65,3.43,0.0,3.1,4.2,2.2,3.57,2.26,2.58,0,3.91,5.95,164,22,20,21,6,16,18,19,15,14,13,156,10,0
CA877136XPvAibaEXe8ydgsBCmjqA45MdXmTWxGh,1994,Nam, Đăk Lăk, KTMT2013, KTMT, CQUI,2013, D520214, Tỉnh Đắk Lắk, 222/QĐ-ĐHCNTT, 222/QĐ-ĐHCNTT,2018-04-10,83,84,82,83,83,83,83,83,83,-1,83,6.27,5.57,6.35,5.75,5.61,5.79,6.8,7.81,8.39,-1.0,0,6.7,6.7,175,22,22,23,18,16,18,24,15,17,-1,156,9,0
441A8F18XPvAibaEXe9h45naFhFKYu2DEQGRa5Oc,1995,Nam, Hà Tĩnh, KHMT2013, KHMT, CQUI,2013, D480101, Thành phố Hồ Chí Minh, 222/QĐ-ĐHCNTT, 222/QĐ-ĐHCNTT,2018-04-10,72,70,75,72,72,72,72,72,72,72,72,5.86,5.39,6.5,7.32,5.62,7.27,6.93,9.0,5.84,6.1,1,6.82,7.08,164,22,22,3,17,18,18,23,3,22,16,126,10,0
1FECA093XPvAibaEXe/Lh6v1XxTKJdFJi/K7qsBq,1995,Nam, TP. Hồ Chí Minh, KHMT2013, KHMT, CQUI,2013, D480101, Thành phố Hồ Chí Minh,,,,65,72,58,65,65,65,65,-1,-1,-1,65,4.77,5.11,7.05,4.55,4.02,7.51,0.53,-1.0,-1.0,-1.0,0,5.16,6.68,123,22,18,11,29,21,10,12,-1,-1,-1,126,7,1
71BF0A84XPvAibaEXe/WSo41+3xFkH1WOiNmSFps,1995,Nam, Lâm Đồng, KTPM0001, CNPM, CQUI,2013, D480103, Tỉnh Lâm Đồng,,,,80,77,83,80,80,80,80,80,80,80,80,6.16,5.52,5.48,6.43,9.2,4.38,5.55,4.83,0.0,4.03,0,6.42,6.56,168,22,22,22,18,3,17,19,23,4,18,136,10,0
4519669FXPvAibaEXe/uH+ehSKMSjbKx7ngVlc1q,1995,Nam, TP. Hồ Chí Minh, KHMT2013, KHMT, CQUI,2013, D480101, Thành phố Hồ Chí Minh, 713/QĐ_ĐHCNTT, 713/QĐ_ĐHCNTT,2017-10-06,83,75,91,83,83,83,83,83,83,-1,83,5.86,5.18,8.5,6.65,5.82,7.46,7.05,8.49,8.5,-1.0,0,7.5,7.5,177,22,19,3,27,26,29,20,21,10,-1,126,9,0
1FD78E1AXPvAibaEXe+suUpvSAu/ow72FkE6z3mz,1995,Nam, Bình Thuận, MMTT0001, MMT&TT, CQUI,2013, D480102, Thành phố Phan Thiết, 384/QĐ-ĐHCNTT, 384/QĐ-ĐHCNTT,2018-07-03,86,82,91,86,86,86,86,86,86,-1,86,7.48,7.55,7.39,7.85,8.26,7.92,7.8,8.65,8.4,-1.0,0,7.83,7.83,148,22,19,22,18,16,15,15,11,10,-1,121,9,0
1EC3BC0CXPvAibaEXe+9GFX9aWroRLOTOr3gi/sX,1995,Nam, Khánh Hoà, MMTT2013, MMT&TT, CQUI,2013, D480102, Tỉnh Khánh Hoà,,,,59,67,51,-1,-1,-1,-1,-1,-1,-1,59,6.61,6.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,4.99,6.94,52,22,19,11,-1,-1,-1,-1,-1,-1,-1,121,3,1
E8640346XPvAibaEXe9upvU5DvuC9rA/E48uBeDI,1995,Nam, Long An, KTPM0001, CNPM, CQUI,2013, D480103, Tỉnh Long An,,,,84,82,85,84,84,84,84,84,84,84,84,6.52,6.3,4.91,4.93,3.5,6.11,6.01,7.7,6.81,5.0,0,6.99,6.99,172,22,20,23,17,8,18,19,3,22,20,136,10,0
E86A9E15XPvAibaEXe/ji2wENvGp6DQ1mUZrJ3IV,1994,Nam, Đồng Nai, KTMT0001, KTMT, CQUI,2013, D520214, Tình Đồng Nai, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,86,90,81,86,86,86,86,86,86,-1,86,6.47,7.09,8.07,7.62,7.92,7.13,7.0,7.84,8.3,-1.0,0,7.44,7.44,146,18,22,23,18,15,16,16,8,10,-1,156,9,0
C7EF9C82XPvAibaEXe99j2P15eeB00WXloSqxIij,1995,Nam, Bà Rịa - Vũng Tàu, KTPM0001, CNPM, CQUI,2013, D480103, Tỉnh Bà Rịa - Vũng Tàu, 258/QĐ-ĐHCNTT, 258/QĐ-ĐHCNTT,2019-05-10,75,86,64,75,75,75,75,75,75,75,75,6.34,5.74,5.03,7.54,5.9,5.79,6.74,6.29,7.68,7.3,0,6.7,6.87,189,22,19,27,17,23,22,19,18,16,6,136,10,0
C7C8F4D5XPvAibaEXe9KDsVv3cRkMTCSnfZ1jDKT,1995,Nữ, Trà Vinh, MMTT2013, MMT&TT, CQUI,2013, D480102, Thành phố Trà Vinh, 222/QĐ-ĐHCNTT, 222/QĐ-ĐHCNTT,2018-04-10,93,89,97,93,93,93,93,93,93,-1,93,7.3,7.73,8.41,8.69,7.93,8.27,7.84,8.48,8.6,-1.0,0,8.08,8.08,152,22,20,23,18,18,15,15,11,10,-1,121,9,0
C83A25DCXPvAibaEXe9X5bpEKoa0mpWrB2A9Cxkr,1995,Nam, Đắc Nông, KHMT0001, KHMT, CQUI,2013, D480101, Tỉnh Đắk Nông, 621/QĐ-ĐHCNTT, 621/QĐ-ĐHCNTT,2018-10-10,64,58,71,64,64,64,64,64,64,64,64,5.44,4.75,5.63,5.88,7.06,6.07,7.4,7.0,5.52,6.9,0,6.29,6.45,164,18,18,23,15,26,24,3,14,20,3,126,10,0
83B76C01XPvAibaEXe/lOccskaOiO2K46r7t4qnt,1994,Nam, Hà Nam Ninh, KHMT2013, KHMT, CQUI,2013, D480101, Tỉnh Hà Nam,,,,72,67,76,72,72,72,72,72,-1,-1,72,5.55,4.18,6.0,6.3,3.1,0.9,3.61,1.11,-1.0,-1.0,0,4.71,6.33,126,22,17,3,23,21,3,20,17,-1,-1,126,8,0
72E11CDFXPvAibaEXe/uH+ehSKMSjRSxxLwSvJLU,1995,Nam, TP. Hồ Chí Minh, KHMT0001, KHMT, CQUI,2013, D480101, Tỉnh Đồng Nai, 13/QĐ-ĐHCNTT, 13/QĐ-ĐHCNTT,2019-01-10,62,60,63,62,62,62,62,62,62,62,62,4.52,4.4,7.67,7.42,6.6,5.1,8.13,5.7,8.29,8.53,0,7.75,7.75,168,22,20,9,25,11,14,19,4,28,16,126,10,0
A4EEB45EXPvAibaEXe+wmtNhlfgIwjN3iuw7Uj8E,1995,Nam, An Giang, KTMT0001, KTMT, CQUI,2013, D520214, Tỉnh An Giang,,,,90,82,97,90,90,90,90,90,90,90,90,5.09,3.65,5.65,4.26,6.3,6.13,4.87,6.65,4.37,3.09,0,4.99,6.4,170,22,17,24,18,3,15,19,8,20,24,156,10,0
96E64F9BXPvAibaEXe8k9aD0YXzUPrUwcIMFMr/N,1995,Nam, Lâm Đồng, MMTT0001, MMT&TT, CQUI,2013, D480299, Tỉnh Lâm Đồng, 298/QĐ-ĐHCNTT, 298/QĐ-ĐHCNTT,2019-05-23,73,73,66,80,73,73,73,73,73,73,73,6.23,6.67,7.5,5.86,7.42,7.3,7.53,5.75,7.76,7.2,0,6.92,6.92,147,22,21,4,21,17,3,14,13,15,17,121,10,0
46FE5B50XPvAibaEXe8Cym7B6GX+TrRv2ndqd5t0,1995,Nam, Thành phố Hồ Chí Minh, KHMT0001, KHMT, CQUI,2013, D480101, Thành phố Hồ Chí Minh, 214/QĐ_ĐHCNTT, 214/QĐ_ĐHCNTT,2020-05-18,66,63,70,66,66,66,66,66,66,66,66,4.34,3.18,4.97,5.77,5.49,5.13,5.85,6.1,4.94,4.4,0,6.27,6.81,185,22,19,29,22,7,22,17,6,25,16,126,10,0
47034CE1XPvAibaEXe/SxwNRab2vgL+S1T8wHHjU,1995,Nam, Thành phố Hồ Chí Minh, HTTT0001, HTTT, CQUI,2013, D480104, Thành phố Hồ Chí Minh,,,,61,65,55,62,61,61,61,61,61,61,61,5.5,6.08,4.5,4.88,3.38,4.8,5.28,5.17,7.17,5.78,0,6.24,6.37,176,22,20,6,20,21,4,20,26,12,25,140,10,0
4707347EXPvAibaEXe/+PcSgI7YkecOZAi0yiuvx,1995,Nam, Thái Bình, PMCL2013, CNPM, CLC,2013, D480103, Tỉnh Thái Bình,,,,60,74,47,-1,-1,-1,-1,-1,-1,-1,60,6.77,4.02,0.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,3.4,6.7,71,22,22,27,-1,-1,-1,-1,-1,-1,-1,121,3,1
